# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210909_sample17_3/: 12C15N
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5	MEAN6	Poiss_E6	MEAN7	Poiss_E7	MEAN8	Poiss_E8	MEAN9	Poiss_E9	MEAN10	Poiss_E10	MEAN11	Poiss_E11	MEAN12	Poiss_E12	MEAN13	Poiss_E13	MEAN14	Poiss_E14	MEAN15	Poiss_E15	MEAN16	Poiss_E16	MEAN17	Poiss_E17	MEAN18	Poiss_E18	MEAN19	Poiss_E19	MEAN20	Poiss_E20	MEAN21	Poiss_E21	MEAN22	Poiss_E22	MEAN23	Poiss_E23	MEAN24	Poiss_E24	MEAN25	Poiss_E25	MEAN26	Poiss_E26	MEAN27	Poiss_E27	MEAN28	Poiss_E28	MEAN29	Poiss_E29	MEAN30	Poiss_E30	MEAN31	Poiss_E31	MEAN32	Poiss_E32	MEAN33	Poiss_E33	MEAN34	Poiss_E34	MEAN35	Poiss_E35	MEAN36	Poiss_E36	MEAN37	Poiss_E37
# plane	POL=5		POL=0		POL=1		POL=1		POL=5		POL=0		POL=0		POL=0		POL=0		POL=1		POL=0		POL=0		POL=0		POL=2		POL=4		POL=0		POL=0		POL=0		POL=1		POL=1		POL=0		POL=0		POL=1		POL=0		POL=0		POL=0		POL=3		POL=0		POL=4		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=3		POL=1	
11	2.700e+01	5.196e+00	4.000e+00	2.000e+00	3.800e+01	6.164e+00	4.700e+01	6.856e+00	5.100e+01	7.141e+00	4.000e+00	2.000e+00	2.000e+00	1.414e+00	9.600e+01	9.798e+00	9.000e+00	3.000e+00	4.400e+01	6.633e+00	7.500e+01	8.660e+00	8.000e+00	2.828e+00	1.300e+01	3.606e+00	2.400e+01	4.899e+00	4.000e+00	2.000e+00	9.100e+01	9.539e+00	1.000e+00	1.000e+00	1.190e+02	1.091e+01	1.500e+01	3.873e+00	2.100e+01	4.583e+00	4.800e+01	6.928e+00	4.000e+01	6.325e+00	3.600e+01	6.000e+00	3.000e+00	1.732e+00	0.000e+00	0.000e+00	3.000e+00	1.732e+00	8.200e+01	9.055e+00	3.000e+00	1.732e+00	3.000e+00	1.732e+00	9.000e+00	3.000e+00	4.000e+00	2.000e+00	4.000e+00	2.000e+00	1.200e+01	3.464e+00	4.000e+00	2.000e+00	1.100e+01	3.317e+00	3.300e+01	5.745e+00	5.500e+01	7.416e+00
12	2.700e+01	5.196e+00	1.000e+01	3.162e+00	2.500e+01	5.000e+00	5.800e+01	7.616e+00	5.600e+01	7.483e+00	3.000e+00	1.732e+00	2.000e+00	1.414e+00	7.500e+01	8.660e+00	1.100e+01	3.317e+00	4.600e+01	6.782e+00	8.700e+01	9.327e+00	6.000e+00	2.449e+00	1.300e+01	3.606e+00	1.900e+01	4.359e+00	3.000e+00	1.732e+00	8.100e+01	9.000e+00	5.000e+00	2.236e+00	1.090e+02	1.044e+01	1.200e+01	3.464e+00	2.800e+01	5.292e+00	4.600e+01	6.782e+00	4.000e+01	6.325e+00	1.800e+01	4.243e+00	9.000e+00	3.000e+00	1.000e+00	1.000e+00	6.000e+00	2.449e+00	7.200e+01	8.485e+00	5.000e+00	2.236e+00	2.000e+00	1.414e+00	1.200e+01	3.464e+00	4.000e+00	2.000e+00	1.000e+01	3.162e+00	7.000e+00	2.646e+00	3.000e+00	1.732e+00	9.000e+00	3.000e+00	3.900e+01	6.245e+00	5.600e+01	7.483e+00
13	3.000e+01	5.477e+00	6.000e+00	2.449e+00	3.700e+01	6.083e+00	4.700e+01	6.856e+00	6.700e+01	8.185e+00	4.000e+00	2.000e+00	4.000e+00	2.000e+00	9.900e+01	9.950e+00	9.000e+00	3.000e+00	5.500e+01	7.416e+00	8.900e+01	9.434e+00	8.000e+00	2.828e+00	1.500e+01	3.873e+00	1.500e+01	3.873e+00	3.000e+00	1.732e+00	8.800e+01	9.381e+00	1.000e+00	1.000e+00	1.210e+02	1.100e+01	1.500e+01	3.873e+00	2.900e+01	5.385e+00	6.800e+01	8.246e+00	5.200e+01	7.211e+00	2.500e+01	5.000e+00	7.000e+00	2.646e+00	1.000e+00	1.000e+00	4.000e+00	2.000e+00	6.800e+01	8.246e+00	5.000e+00	2.236e+00	1.000e+00	1.000e+00	9.000e+00	3.000e+00	7.000e+00	2.646e+00	4.000e+00	2.000e+00	1.300e+01	3.606e+00	3.000e+00	1.732e+00	6.000e+00	2.449e+00	3.700e+01	6.083e+00	3.500e+01	5.916e+00
14	2.000e+01	4.472e+00	6.000e+00	2.449e+00	3.100e+01	5.568e+00	5.200e+01	7.211e+00	5.400e+01	7.348e+00	8.000e+00	2.828e+00	4.000e+00	2.000e+00	7.800e+01	8.832e+00	1.500e+01	3.873e+00	5.500e+01	7.416e+00	8.500e+01	9.220e+00	7.000e+00	2.646e+00	1.400e+01	3.742e+00	1.900e+01	4.359e+00	1.000e+01	3.162e+00	7.800e+01	8.832e+00	4.000e+00	2.000e+00	1.030e+02	1.015e+01	1.200e+01	3.464e+00	2.200e+01	4.690e+00	5.500e+01	7.416e+00	5.500e+01	7.416e+00	1.700e+01	4.123e+00	8.000e+00	2.828e+00	3.000e+00	1.732e+00	9.000e+00	3.000e+00	6.500e+01	8.062e+00	2.000e+00	1.414e+00	3.000e+00	1.732e+00	1.500e+01	3.873e+00	3.000e+00	1.732e+00	9.000e+00	3.000e+00	1.500e+01	3.873e+00	5.000e+00	2.236e+00	3.000e+00	1.732e+00	4.600e+01	6.782e+00	6.800e+01	8.246e+00
15	1.700e+01	4.123e+00	5.000e+00	2.236e+00	2.500e+01	5.000e+00	4.400e+01	6.633e+00	6.000e+01	7.746e+00	4.000e+00	2.000e+00	4.000e+00	2.000e+00	8.100e+01	9.000e+00	1.100e+01	3.317e+00	5.600e+01	7.483e+00	8.400e+01	9.165e+00	6.000e+00	2.449e+00	1.600e+01	4.000e+00	2.400e+01	4.899e+00	3.000e+00	1.732e+00	8.800e+01	9.381e+00	5.000e+00	2.236e+00	1.060e+02	1.030e+01	1.000e+00	1.000e+00	2.500e+01	5.000e+00	5.500e+01	7.416e+00	3.800e+01	6.164e+00	3.400e+01	5.831e+00	1.000e+01	3.162e+00	2.000e+00	1.414e+00	4.000e+00	2.000e+00	7.100e+01	8.426e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00	1.000e+01	3.162e+00	8.000e+00	2.828e+00	6.000e+00	2.449e+00	1.100e+01	3.317e+00	4.000e+00	2.000e+00	1.400e+01	3.742e+00	3.200e+01	5.657e+00	5.000e+01	7.071e+00
16	2.700e+01	5.196e+00	5.000e+00	2.236e+00	3.800e+01	6.164e+00	5.200e+01	7.211e+00	6.400e+01	8.000e+00	2.000e+00	1.414e+00	7.000e+00	2.646e+00	7.400e+01	8.602e+00	9.000e+00	3.000e+00	5.900e+01	7.681e+00	7.000e+01	8.367e+00	5.000e+00	2.236e+00	1.800e+01	4.243e+00	3.000e+01	5.477e+00	6.000e+00	2.449e+00	7.600e+01	8.718e+00	4.000e+00	2.000e+00	1.200e+02	1.095e+01	1.000e+01	3.162e+00	2.800e+01	5.292e+00	5.600e+01	7.483e+00	4.000e+01	6.325e+00	1.800e+01	4.243e+00	6.000e+00	2.449e+00	2.000e+00	1.414e+00	7.000e+00	2.646e+00	5.400e+01	7.348e+00	5.000e+00	2.236e+00	4.000e+00	2.000e+00	1.200e+01	3.464e+00	7.000e+00	2.646e+00	8.000e+00	2.828e+00	7.000e+00	2.646e+00	5.000e+00	2.236e+00	8.000e+00	2.828e+00	4.000e+01	6.325e+00	5.200e+01	7.211e+00
17	2.400e+01	4.899e+00	4.000e+00	2.000e+00	2.300e+01	4.796e+00	3.900e+01	6.245e+00	6.500e+01	8.062e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00	1.150e+02	1.072e+01	1.300e+01	3.606e+00	5.600e+01	7.483e+00	6.700e+01	8.185e+00	5.000e+00	2.236e+00	1.300e+01	3.606e+00	2.400e+01	4.899e+00	1.000e+00	1.000e+00	8.500e+01	9.220e+00	2.000e+00	1.414e+00	1.260e+02	1.122e+01	1.200e+01	3.464e+00	2.100e+01	4.583e+00	5.900e+01	7.681e+00	3.200e+01	5.657e+00	1.900e+01	4.359e+00	4.000e+00	2.000e+00	3.000e+00	1.732e+00	1.000e+00	1.000e+00	5.400e+01	7.348e+00	3.000e+00	1.732e+00	3.000e+00	1.732e+00	1.000e+01	3.162e+00	7.000e+00	2.646e+00	1.400e+01	3.742e+00	1.100e+01	3.317e+00	2.000e+00	1.414e+00	5.000e+00	2.236e+00	3.400e+01	5.831e+00	4.200e+01	6.481e+00
18	2.600e+01	5.099e+00	1.100e+01	3.317e+00	2.800e+01	5.292e+00	4.200e+01	6.481e+00	5.500e+01	7.416e+00	4.000e+00	2.000e+00	1.000e+00	1.000e+00	7.800e+01	8.832e+00	1.500e+01	3.873e+00	3.800e+01	6.164e+00	8.000e+01	8.944e+00	5.000e+00	2.236e+00	1.900e+01	4.359e+00	2.100e+01	4.583e+00	2.000e+00	1.414e+00	7.900e+01	8.888e+00	8.000e+00	2.828e+00	9.500e+01	9.747e+00	1.000e+01	3.162e+00	1.200e+01	3.464e+00	4.900e+01	7.000e+00	5.100e+01	7.141e+00	1.400e+01	3.742e+00	3.000e+00	1.732e+00	3.000e+00	1.732e+00	1.000e+01	3.162e+00	5.700e+01	7.550e+00	5.000e+00	2.236e+00	4.000e+00	2.000e+00	1.000e+01	3.162e+00	5.000e+00	2.236e+00	1.100e+01	3.317e+00	8.000e+00	2.828e+00	5.000e+00	2.236e+00	8.000e+00	2.828e+00	4.200e+01	6.481e+00	4.000e+01	6.325e+00
19	3.000e+01	5.477e+00	7.000e+00	2.646e+00	2.400e+01	4.899e+00	4.700e+01	6.856e+00	4.900e+01	7.000e+00	3.000e+00	1.732e+00	4.000e+00	2.000e+00	9.200e+01	9.592e+00	9.000e+00	3.000e+00	3.700e+01	6.083e+00	7.700e+01	8.775e+00	6.000e+00	2.449e+00	2.100e+01	4.583e+00	3.300e+01	5.745e+00	2.000e+00	1.414e+00	8.600e+01	9.274e+00	7.000e+00	2.646e+00	1.200e+02	1.095e+01	3.000e+00	1.732e+00	1.900e+01	4.359e+00	6.300e+01	7.937e+00	4.300e+01	6.557e+00	2.400e+01	4.899e+00	3.000e+00	1.732e+00	1.000e+00	1.000e+00	6.000e+00	2.449e+00	7.700e+01	8.775e+00	5.000e+00	2.236e+00	4.000e+00	2.000e+00	1.100e+01	3.317e+00	9.000e+00	3.000e+00	5.000e+00	2.236e+00	1.600e+01	4.000e+00	4.000e+00	2.000e+00	1.600e+01	4.000e+00	3.400e+01	5.831e+00	4.100e+01	6.403e+00
20	2.400e+01	4.899e+00	1.000e+00	1.000e+00	2.900e+01	5.385e+00	4.600e+01	6.782e+00	5.800e+01	7.616e+00	5.000e+00	2.236e+00	5.000e+00	2.236e+00	1.000e+02	1.000e+01	1.000e+01	3.162e+00	4.400e+01	6.633e+00	8.000e+01	8.944e+00	8.000e+00	2.828e+00	1.000e+01	3.162e+00	2.900e+01	5.385e+00	5.000e+00	2.236e+00	8.500e+01	9.220e+00	6.000e+00	2.449e+00	1.100e+02	1.049e+01	2.000e+00	1.414e+00	2.400e+01	4.899e+00	4.400e+01	6.633e+00	5.100e+01	7.141e+00	1.000e+01	3.162e+00	4.000e+00	2.000e+00	5.000e+00	2.236e+00	8.000e+00	2.828e+00	6.400e+01	8.000e+00	3.000e+00	1.732e+00	0.000e+00	0.000e+00	1.100e+01	3.317e+00	1.000e+01	3.162e+00	2.000e+00	1.414e+00	1.500e+01	3.873e+00	6.000e+00	2.449e+00	1.400e+01	3.742e+00	4.200e+01	6.481e+00	4.200e+01	6.481e+00
21	2.300e+01	4.796e+00	7.000e+00	2.646e+00	2.400e+01	4.899e+00	4.400e+01	6.633e+00	5.300e+01	7.280e+00	6.000e+00	2.449e+00	2.000e+00	1.414e+00	9.400e+01	9.695e+00	1.400e+01	3.742e+00	5.400e+01	7.348e+00	7.400e+01	8.602e+00	2.000e+00	1.414e+00	1.500e+01	3.873e+00	3.300e+01	5.745e+00	1.000e+00	1.000e+00	8.600e+01	9.274e+00	5.000e+00	2.236e+00	1.210e+02	1.100e+01	6.000e+00	2.449e+00	8.000e+00	2.828e+00	5.700e+01	7.550e+00	3.500e+01	5.916e+00	1.200e+01	3.464e+00	8.000e+00	2.828e+00	1.000e+00	1.000e+00	6.000e+00	2.449e+00	5.300e+01	7.280e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00	7.000e+00	2.646e+00	4.000e+00	2.000e+00	1.300e+01	3.606e+00	1.800e+01	4.243e+00	8.000e+00	2.828e+00	1.600e+01	4.000e+00	2.700e+01	5.196e+00	4.000e+01	6.325e+00
22	3.200e+01	5.657e+00	8.000e+00	2.828e+00	3.700e+01	6.083e+00	4.600e+01	6.782e+00	4.200e+01	6.481e+00	1.000e+01	3.162e+00	5.000e+00	2.236e+00	1.060e+02	1.030e+01	1.100e+01	3.317e+00	4.500e+01	6.708e+00	7.800e+01	8.832e+00	7.000e+00	2.646e+00	2.200e+01	4.690e+00	2.900e+01	5.385e+00	0.000e+00	0.000e+00	7.900e+01	8.888e+00	4.000e+00	2.000e+00	1.310e+02	1.145e+01	5.000e+00	2.236e+00	9.000e+00	3.000e+00	6.000e+01	7.746e+00	4.500e+01	6.708e+00	1.300e+01	3.606e+00	6.000e+00	2.449e+00	1.000e+00	1.000e+00	7.000e+00	2.646e+00	7.400e+01	8.602e+00	5.000e+00	2.236e+00	5.000e+00	2.236e+00	1.200e+01	3.464e+00	6.000e+00	2.449e+00	5.000e+00	2.236e+00	1.100e+01	3.317e+00	6.000e+00	2.449e+00	1.100e+01	3.317e+00	2.600e+01	5.099e+00	5.100e+01	7.141e+00
23	2.600e+01	5.099e+00	1.100e+01	3.317e+00	2.100e+01	4.583e+00	4.400e+01	6.633e+00	4.800e+01	6.928e+00	2.000e+00	1.414e+00	6.000e+00	2.449e+00	1.050e+02	1.025e+01	9.000e+00	3.000e+00	4.500e+01	6.708e+00	7.400e+01	8.602e+00	1.600e+01	4.000e+00	2.000e+01	4.472e+00	3.000e+01	5.477e+00	2.000e+00	1.414e+00	7.600e+01	8.718e+00	5.000e+00	2.236e+00	1.240e+02	1.114e+01	3.000e+00	1.732e+00	1.700e+01	4.123e+00	4.100e+01	6.403e+00	5.300e+01	7.280e+00	1.700e+01	4.123e+00	6.000e+00	2.449e+00	2.000e+00	1.414e+00	1.100e+01	3.317e+00	6.500e+01	8.062e+00	5.000e+00	2.236e+00	6.000e+00	2.449e+00	9.000e+00	3.000e+00	5.000e+00	2.236e+00	6.000e+00	2.449e+00	1.600e+01	4.000e+00	3.000e+00	1.732e+00	1.400e+01	3.742e+00	2.400e+01	4.899e+00	3.800e+01	6.164e+00
